name,issuer,network,currency,offerAmount,offerSpend,offerDays,offerUrl,countsTowards524,details,isBusiness,annualFee,isAnnualFeeWaived,universalCashbackPercent,url,imageUrl,credits
Upromise,Barclays,Mastercard,USD,100,500,90,https://cards.barclaycardus.com/banking/cards/upromise-world-mastercard/,TRUE,,FALSE,0,FALSE,1,https://cards.barclaycardus.com/banking/cards/upromise-world-mastercard/,https://offeroptimist.com/images/barclays/upromise.png,
Wyndham Rewards Earner,Barclays,Visa,Wyndham Points,30000,1000,90,https://cards.barclaycardus.com/banking/cards/wyndham-rewards-earner-card/,TRUE,,FALSE,0,FALSE,1,https://cards.barclaycardus.com/banking/cards/wyndham-rewards-earner-card/,https://offeroptimist.com/images/barclays/wyndham-rewards-earner.svg,
Wyndham Rewards Earner Business,Barclays,Visa,Wyndham Points,45000,2000,90,https://cards.barclaycardus.com/banking/cards/wyndham-rewards-earner-business-card/,FALSE,,TRUE,95,FALSE,1,https://cards.barclaycardus.com/banking/cards/wyndham-rewards-earner-business-card/,https://offeroptimist.com/images/barclays/wyndham-rewards-earner-business.png,
Wyndham Rewards Earner Plus,Barclays,Visa,Wyndham Points,45000,1000,90,https://cards.barclaycardus.com/banking/cards/wyndham-rewards-earner-plus-card/,TRUE,,FALSE,0,FALSE,1,https://cards.barclaycardus.com/banking/cards/wyndham-rewards-earner-plus-card/,https://offeroptimist.com/images/barclays/wyndham-rewards-earner-plus.png,
Hawaiian Airlines World Elite Business,Barclays,Mastercard,Hawaiian Miles,50000,2000,90,https://cards.barclaycardus.com/banking/cards/hawaiian-airlines-world-elite-business-mastercard/,FALSE,,TRUE,99,FALSE,1,https://cards.barclaycardus.com/banking/cards/hawaiian-airlines-world-elite-business-mastercard/,https://offeroptimist.com/images/barclays/hawaiian-airlines-world-elite-business.png,$99 Hawaiian statement credit
Hawaiian Airlines World Elite Business,Barclays,Mastercard,Hawaiian Miles,90000,10000,365,https://cards.barclaycardus.com/banking/cards/hawaiian-airlines-world-elite-business-mastercard/,FALSE,,TRUE,99,FALSE,1,https://cards.barclaycardus.com/banking/cards/hawaiian-airlines-world-elite-business-mastercard/,https://offeroptimist.com/images/barclays/hawaiian-airlines-world-elite-business.png,$99 Hawaiian statement credit
Brex,Brex,Mastercard,Brex Points,10000,3000,90,https://www.brex.com/product/credit-card/,TRUE,,FALSE,0,FALSE,1,https://www.brex.com/product/credit-card/,https://offeroptimist.com/images/brex/brex.png,
Marriott Bonvoy Bountiful,Chase,Visa,Marriott Points,85000,5000,90,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful?iCELL=61GD,TRUE,,FALSE,250,FALSE,1,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful?iCELL=61GD,https://offeroptimist.com/images/chase/marriott-bonvoy-bountiful.png,
Aer Lingus Signature,Chase,Visa,Avios Miles,75000,5000,90,https://creditcards.chase.com/travel-credit-cards/avios/aer-lingus,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/avios/aer-lingus,https://offeroptimist.com/images/chase/aer-lingus-signature.png,
Aeroplan,Chase,Mastercard,Aeroplan Miles,60000,3000,90,https://creditcards.chase.com/travel-credit-cards/aircanada/aeroplan,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/aircanada/aeroplan,https://offeroptimist.com/images/chase/aeroplan.jpg,
British Airways Signature,Chase,Visa,Avios Miles,75000,5000,90,https://creditcards.chase.com/travel-credit-cards/avios/british-airways,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/avios/british-airways,https://offeroptimist.com/images/chase/british-airways.png,
Disney,Chase,Visa,USD,300,1000,90,https://disneyrewards.com/,TRUE,,FALSE,0,FALSE,1,https://disneyrewards.com/,https://offeroptimist.com/images/chase/disney.png,
Freedom Flex,Chase,Mastercard,Chase Points,20000,500,90,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex,TRUE,,FALSE,0,FALSE,1,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex,https://offeroptimist.com/images/chase/freedom-flex.png,
Freedom Unlimited,Chase,Visa,Chase Points,20000,500,90,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited,TRUE,,FALSE,0,FALSE,1.5,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited,https://offeroptimist.com/images/chase/freedom-unlimited.png,
Iberia Signature,Chase,Visa,Avios Miles,75000,5000,90,https://creditcards.chase.com/travel-credit-cards/avios/iberia,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/avios/iberia,https://offeroptimist.com/images/chase/iberia-signature.png,
IHG Rewards Premier,Chase,Mastercard,IHG Points,175000,3000,90,https://www.ihg.com/onerewards/content/us/en/creditcard,TRUE,,FALSE,99,FALSE,1,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier,https://offeroptimist.com/images/chase/ihg-rewards-premier.jpg,
IHG Rewards Premier Business,Chase,Mastercard,IHG Points,175000,3000,90,https://creditcards.chase.com/business-credit-cards/IHG/business-premier,FALSE,,TRUE,99,FALSE,1,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier,https://offeroptimist.com/images/chase/ihg-rewards-premier-business.png,
IHG Rewards Traveler,Chase,Mastercard,IHG Points,120000,2000,90,https://creditcards.chase.com/a1/ihg/trav120k2kfoccyberaep,TRUE,,FALSE,0,FALSE,1,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/traveler,https://offeroptimist.com/images/chase/ihg-rewards-traveler.jpeg,
Ink Business Cash,Chase,Visa,Chase Points,90000,6000,90,https://creditcards.chase.com/business-credit-cards/ink/cash,FALSE,,TRUE,0,FALSE,1,https://creditcards.chase.com/business-credit-cards/ink/cash,https://offeroptimist.com/images/chase/ink-business-cash.png,
Ink Business Preferred,Chase,Visa,Chase Points,100000,15000,90,https://creditcards.chase.com/business-credit-cards/ink/business-preferred,FALSE,,TRUE,95,FALSE,1,https://creditcards.chase.com/business-credit-cards/ink/business-preferred,https://offeroptimist.com/images/chase/ink-business-preferred.png,
Ink Business Unlimited,Chase,Visa,Chase Points,90000,6000,90,https://creditcards.chase.com/business-credit-cards/ink/unlimited,FALSE,,TRUE,0,FALSE,1,https://creditcards.chase.com/business-credit-cards/ink/unlimited,https://offeroptimist.com/images/chase/ink-business-unlimited.png,
Ink Business Premier,Chase,Visa,USD,1000,10000,90,https://creditcards.chase.com/business-credit-cards/ink/premier?CELL=6G3K,FALSE,,TRUE,195,FALSE,2,https://creditcards.chase.com/business-credit-cards/ink/premier?CELL=6G3K,https://offeroptimist.com/images/chase/ink-business-premier.png,
Marriott Bonvoy Bold,Chase,Visa,Marriott Points,60000,2000,90,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bold,TRUE,,FALSE,0,FALSE,1,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bold,https://offeroptimist.com/images/chase/marriott-bonvoy-bold.jpeg,
Marriott Bonvoy Boundless,Chase,Visa,Marriott Points,0,3000,90,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/boundless,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/boundless,https://offeroptimist.com/images/chase/marriott-bonvoy-boundless.jpeg,
Sapphire Preferred,Chase,Visa,Chase Points,60000,4000,90,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred,https://offeroptimist.com/images/chase/sapphire-preferred.png,$50 Hotel Credit
Sapphire Reserve,Chase,Visa,Chase Points,60000,4000,90,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve,TRUE,,FALSE,550,FALSE,1,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve,https://offeroptimist.com/images/chase/sapphire-reserve.png,$600 Double-Dippable $300 Travel Credit
Southwest Rapid Rewards Performance Business,Chase,Visa,Southwest Miles,80000,5000,90,https://www.southwest.com/html/rapidrewards/partners/credit-cards/southwest-airlines-rapid-rewards-business-cards/index.html,FALSE,,TRUE,199,FALSE,1,https://creditcards.chase.com/business-credit-cards/southwest/performance-business,https://offeroptimist.com/images/chase/southwest-rapid-rewards-performance-business.png,$100 4x Upgraded Boardings; $100 Global Entry / TSA PreCheck / NEXUS Credit
Southwest Rapid Rewards Plus,Chase,Visa,Southwest Miles,50000,3000,90,https://creditcards.chase.com/travel-credit-cards/southwest/plus,TRUE,,FALSE,69,FALSE,1,https://creditcards.chase.com/travel-credit-cards/southwest/plus,https://offeroptimist.com/images/chase/southwest-rapid-rewards-plus.png,
Southwest Rapid Rewards Premier,Chase,Visa,Southwest Miles,50000,1000,90,https://creditcards.chase.com/travel-credit-cards/southwest/premier,TRUE,,FALSE,99,FALSE,1,https://creditcards.chase.com/travel-credit-cards/southwest/premier,https://offeroptimist.com/images/chase/southwest-rapid-rewards-premier.png,
Southwest Rapid Rewards Premier Business,Chase,Visa,Southwest Miles,60000,3000,90,https://www.uscreditcardguide.com/chase-southwest-premier-business-credit-card/,FALSE,,TRUE,99,FALSE,1,https://creditcards.chase.com/business-credit-cards/southwest/premier-business,https://offeroptimist.com/images/chase/southwest-rapid-rewards-premier-business.png,
Southwest Rapid Rewards Priority,Chase,Visa,Southwest Miles,50000,1000,90,https://creditcards.chase.com/a1/southwest/NAEP50KPriority1222,TRUE,,FALSE,149,FALSE,1,https://creditcards.chase.com/travel-credit-cards/southwest/priority,https://offeroptimist.com/images/chase/southwest-rapid-rewards-priority.png,$75 Southwest Credit
United Business,Chase,Visa,United Miles,75000,5000,90,https://creditcards.chase.com/business-credit-cards/united/united-business-card,FALSE,,TRUE,99,FALSE,1,https://creditcards.chase.com/business-credit-cards/united/united-business-card,https://offeroptimist.com/images/chase/united-business.png,$100 United Credit
United Club Infinite,Chase,Visa,United Miles,80000,5000,90,https://creditcards.chase.com/travel-credit-cards/united/club-infinite,TRUE,,FALSE,525,FALSE,1,https://creditcards.chase.com/travel-credit-cards/united/club-infinite,https://offeroptimist.com/images/chase/united-club-infinite.png,$650 United Lounges; $100 Global Entry TSA PreCheck/NEXUS Credit
United Club Business,Chase,Visa,United Miles,75000,5000,90,https://creditcards.chase.com/business-credit-cards/united/united-club-business,FALSE,,TRUE,450,FALSE,1,https://creditcards.chase.com/business-credit-cards/united/united-club-business,https://offeroptimist.com/images/chase/united-club-business.png,$650 United Lounge Access
United Explorer,Chase,Visa,United Miles,60000,6000,90,https://www.theexplorercard.com/united-rewards-cards,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,https://offeroptimist.com/images/chase/united-explorer.png,$50 First checked bag free; $100 Global Entry TSA PreCheck/NEXUS Credit
United Explorer,Chase,Visa,United Miles,50000,6000,90,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,TRUE,,FALSE,95,FALSE,1,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,https://offeroptimist.com/images/chase/united-explorer.png,$50 First checked bag free; $100 Global Entry TSA PreCheck/NEXUS Credit
United Gateway,Chase,Visa,United Miles,20000,1000,90,https://creditcards.chase.com/travel-credit-cards/united/united-gateway,TRUE,,FALSE,0,FALSE,1,https://creditcards.chase.com/travel-credit-cards/united/united-gateway,https://offeroptimist.com/images/chase/united-gateway.png,
United Quest,Chase,Visa,United Miles,60000,4000,90,https://creditcards.chase.com/travel-credit-cards/united/united-quest,TRUE,,FALSE,250,FALSE,1,https://creditcards.chase.com/travel-credit-cards/united/united-quest,https://offeroptimist.com/images/chase/united-quest.png,$125 United Credit
World of Hyatt,Chase,Visa,Hyatt Points,30000,3000,90,https://world.hyatt.com/content/gp/en/rewards/hyatt-credit-card.html,TRUE,,FALSE,95,FALSE,1,https://world.hyatt.com/content/gp/en/rewards/hyatt-credit-card.html,https://offeroptimist.com/images/chase/world-of-hyatt.png,$225 Free Night Credit @ Category 1-4 Property
World of Hyatt Business,Chase,Visa,Hyatt Points,60000,5000,90,https://world.hyatt.com/content/gp/en/rewards/business-card.html,FALSE,,TRUE,199,FALSE,1,https://world.hyatt.com/content/gp/en/rewards/business-card.html,https://offeroptimist.com/images/chase/world-of-hyatt-business.png,$100 2x$50 Hyatt Credits
Quicksilver,Capital One,Visa,USD,200,500,90,https://www.capitalone.com/credit-cards/quicksilver/,TRUE,,FALSE,0,FALSE,1,https://www.capitalone.com/credit-cards/quicksilver/,https://offeroptimist.com/images/capitalone/quicksilver.webp,
Savor,Capital One,Visa,USD,300,3000,90,https://www.capitalone.com/credit-cards/savor-dining-rewards/,TRUE,,FALSE,99,FALSE,1,https://www.capitalone.com/credit-cards/savor-dining-rewards/,https://offeroptimist.com/images/capitalone/savor.webp,
SavorOne,Capital One,Visa,USD,200,500,90,https://www.capitalone.com/credit-cards/savorone-dining-rewards/,TRUE,,FALSE,0,FALSE,1,https://www.capitalone.com/credit-cards/savorone-dining-rewards/,https://offeroptimist.com/images/capitalone/savor-one.webp,
Spark 1.5% Cash Select,Capital One,Visa,USD,500,4500,90,https://www.capitalone.com/small-business/credit-cards/spark-cash-select,TRUE,,TRUE,0,FALSE,1,https://www.capitalone.com/small-business/credit-cards/spark-cash-select,https://offeroptimist.com/images/capitalone/spark-cash.webp,
Spark 1.5% Miles Select,Capital One,Visa,Capital One Points,20000,3000,90,https://www.capitalone.com/small-business/credit-cards/spark-miles-select/,TRUE,,TRUE,0,FALSE,1,https://www.capitalone.com/small-business/credit-cards/spark-miles-select/,https://offeroptimist.com/images/capitalone/spark-miles.webp,
Spark 2% Cash Plus,Capital One,Visa,USD,500,5000,90,https://www.capitalone.com/small-business/credit-cards/spark-cash-plus/,FALSE,,TRUE,150,FALSE,1,https://www.capitalone.com/small-business/credit-cards/spark-cash-plus/,https://offeroptimist.com/images/capitalone/spark-cash.webp,
Spark 2x Miles Plus,Capital One,Visa,Capital One Points,50000,4500,90,https://www.capitalone.com/small-business/credit-cards/spark-miles/,FALSE,,TRUE,99,FALSE,1,https://www.capitalone.com/small-business/credit-cards/spark-miles/,https://offeroptimist.com/images/capitalone/spark-miles.webp,
Venture Rewards,Capital One,Visa,Capital One Points,75000,4000,90,https://www.capitalone.com/credit-cards/venture/,TRUE,,FALSE,95,FALSE,1,https://www.capitalone.com/credit-cards/venture/,https://offeroptimist.com/images/capitalone/venture-rewards.webp,$100 2x Capital One Lounge Visits; $100 Global Entry / TSA PreCheck Credit
Venture X,Capital One,Visa,Capital One Points,75000,4000,90,https://www.capitalone.com/credit-cards/venture-x/,TRUE,,FALSE,395,FALSE,2,https://www.capitalone.com/credit-cards/venture-x/,https://offeroptimist.com/images/capitalone/venture-x.webp,$300 Travel Credit; $100 Global Entry / TSA PreCheck Credit; $300 Capital One Lounge Access
VentureOne,Capital One,Visa,Capital One Points,20000,500,90,https://www.capitalone.com/credit-cards/ventureone/,TRUE,,FALSE,0,FALSE,1,https://www.capitalone.com/credit-cards/ventureone/,https://offeroptimist.com/images/capitalone/venture-one.webp,
AAdvantage Executive,Citi,Mastercard,American AAdvantage Miles,50000,6500,90,https://citi.com/lounge,TRUE,,FALSE,450,FALSE,1,https://creditcards.aa.com/citi-executive-card-american-airlines-direct/,https://offeroptimist.com/images/citi/aadvantage-executive.webp,
AAdvantage MileUp,Citi,Mastercard,American AAdvantage Miles,10000,500,90,https://creditcards.aa.com/citi-mileup-card-american-airlines-direct/,TRUE,,FALSE,0,FALSE,1,https://creditcards.aa.com/citi-mileup-card-american-airlines-direct/,https://offeroptimist.com/images/citi/aadvantage-mileup.webp,$50 $50 Travel Credit
AAdvantage Platinum Select,Citi,Mastercard,American AAdvantage Miles,50000,2500,90,https://creditcards.aa.com/citi-platinum-card-american-airlines-wand/?utm_medium=referral&utm_source=aa&utm_campaign=ccpage,TRUE,,FALSE,99,FALSE,1,https://creditcards.aa.com/citi-platinum-card-american-airlines-wand/?utm_medium=referral&utm_source=aa&utm_campaign=ccpage,https://offeroptimist.com/images/citi/aadvantage-platinum-select.webp,
AAdvantage Platinum Select Business,Citi,Mastercard,American AAdvantage Miles,65000,4000,90,https://creditcards.aa.com/citi-business-card-american-airlines-wand/?utm_medium=referral&utm_source=aa&utm_campaign=ccpage,FALSE,,TRUE,99,FALSE,1,https://creditcards.aa.com/citi-business-card-american-airlines-wand/?utm_medium=referral&utm_source=aa&utm_campaign=ccpage,https://offeroptimist.com/images/citi/aadvantage-platinum-select-business.webp,$50 First checked bag free
Custom Cash,Citi,Mastercard,USD,200,1500,180,https://www.citi.com/credit-cards/citi-custom-cash-credit-card,TRUE,,FALSE,0,FALSE,2,https://www.citi.com/credit-cards/citi-custom-cash-credit-card,https://offeroptimist.com/images/citi/custom-cash.png,
Premier,Citi,Mastercard,Citi Points,60000,4000,90,https://www.citi.com/credit-cards/citi-premier-credit-card,TRUE,,FALSE,95,FALSE,2,https://www.citi.com/credit-cards/citi-premier-credit-card,https://offeroptimist.com/images/citi/premier.png,$100 Hotel Credit ($500 min purchase)
Rewards+,Citi,Mastercard,Citi Points,20000,1500,90,https://www.citi.com/credit-cards/citi-rewards-plus-credit-card,TRUE,,FALSE,0,FALSE,2,https://www.citi.com/credit-cards/citi-rewards-plus-credit-card,https://offeroptimist.com/images/citi/rewards-plus.png,
AT&T Points Plus,Citi,Mastercard,USD,100,1000,90,https://www.att.com/deals/att-points-plus-citi/,TRUE,,FALSE,0,FALSE,1,https://www.att.com/deals/att-points-plus-citi/,https://offeroptimist.com/images/citi/att-points-plus.jpg,
LATAM Airlines,First Electronic Bank,Mastercard,LATAM Pass Miles,15000,1000,90,https://latampass.latam.com/en_us/earn-miles/latam-airlines-credit-cards,TRUE,,FALSE,0,FALSE,1,https://latampass.latam.com/en_us/earn-miles/latam-airlines-credit-cards,https://offeroptimist.com/images/first/latam-airlines.svg,
LATAM Airlines World Elite,First Electronic Bank,Mastercard,LATAM Pass Miles,40000,2500,90,https://latampass.latam.com/en_us/earn-miles/latam-airlines-credit-cards,TRUE,,FALSE,99,FALSE,1,https://latampass.latam.com/en_us/earn-miles/latam-airlines-credit-cards,https://offeroptimist.com/images/first/latam-airlines-world-elite.webp,
Amtrak Guest Rewards Preferred,FNBO,Mastercard,Amtrak Points,20000,1000,90,https://www.amtrak.com/Apply,TRUE,,FALSE,99,FALSE,1,https://www.amtrak.com/Apply,https://offeroptimist.com/images/fnbo/amtrak-guest-rewards-preferred.jpg,
Amtrak Guest Rewards,FNBO,Mastercard,Amtrak Points,12000,1000,90,https://www.amtrak.com/Apply,TRUE,,FALSE,0,FALSE,1,https://www.amtrak.com/Apply,https://offeroptimist.com/images/fnbo/amtrak-guest-rewards.png,
Best Western Rewards,FNBO,Mastercard,Best Western Points,50000,1000,90,https://www.card.fnbo.com/landing/bestwestern/bestwesternlto,TRUE,,FALSE,0,FALSE,1,https://www.card.fnbo.com/landing/bestwestern/bestwesternlto,https://offeroptimist.com/images/fnbo/best-western-rewards.jpg,
Best Western Rewards Premium,FNBO,Mastercard,Best Western Points,100000,3000,90,https://www.card.fnbo.com/landing/bestwestern/bestwesternlto,TRUE,,FALSE,89,FALSE,1,https://www.card.fnbo.com/landing/bestwestern/bestwesternlto,https://offeroptimist.com/images/fnbo/best-western-rewards-premium.jpg,
Power Cash Rewards,Penfed,Visa,USD,100,1500,90,https://www.penfed.org/credit-cards/power-cash-rewards-visa,TRUE,,FALSE,0,FALSE,1.5,https://www.penfed.org/credit-cards/power-cash-rewards-visa,https://offeroptimist.com/images/penfed/power-cash-rewards.png,
Platinum Rewards,Penfed,Visa,Penfed Points,15000,1500,90,https://www.penfed.org/credit-cards/platinum-rewards-visa,TRUE,,FALSE,0,FALSE,1,https://www.penfed.org/credit-cards/platinum-rewards-visa,https://offeroptimist.com/images/penfed/platinum-rewards.webp,
Pathfinder,Penfed,Visa,Penfed Points,50000,1500,90,https://www.penfed.org/credit-cards/pathfinder-rewards,TRUE,,FALSE,95,FALSE,1,https://www.penfed.org/credit-cards/pathfinder-rewards,https://offeroptimist.com/images/penfed/pathfinder.webp,
Cash Rewards Visa Signature Business,PNC,Visa,USD,200,3000,90,https://www.pnc.com/en/small-business/borrowing/business-credit-cards/pnc-cash-rewards-visa-signature-business-credit-card.html,FALSE,,TRUE,0,FALSE,1.5,https://www.pnc.com/en/small-business/borrowing/business-credit-cards/pnc-cash-rewards-visa-signature-business-credit-card.html,https://offeroptimist.com/images/pnc/cash-rewards-visa-signature-business.webp,
Cathay Pacific,Synchrony Bank,Visa,Cathay Pacific Miles,35000,3000,90,https://www.cathaypacific.com/cx/en_US/offers/collection/Cathay-Pacific-Visa-Card.html,TRUE,,FALSE,0,FALSE,1,https://www.cathaypacific.com/cx/en_US/offers/collection/Cathay-Pacific-Visa-Card.html,https://offeroptimist.com/images/synchrony/cathay-pacific.jpg,
Altitude Connect,U.S. Bank,Visa,U.S. Bank Points,50000,2000,120,https://www.usbank.com/credit-cards/altitude-connect-visa-signature-credit-card.html,TRUE,Points cannot be transferred so are valued at 1cpp.,FALSE,95,FALSE,2,https://www.usbank.com/credit-cards/altitude-connect-visa-signature-credit-card.html,https://offeroptimist.com/images/usbank/altitude-connect.png,
Altitude Go,U.S. Bank,Visa,USD,200,1000,120,https://www.usbank.com/credit-cards/altitude-go-visa-signature-credit-card.html,TRUE,Points cannot be transferred so are valued at 1cpp.,FALSE,0,FALSE,2,https://www.usbank.com/credit-cards/altitude-go-visa-signature-credit-card.html,https://offeroptimist.com/images/usbank/altitude-go.jpg,
Altitude Reserve,U.S. Bank,Visa,U.S. Bank Points,50000,4500,120,https://www.usbank.com/credit-cards/altitude-reserve-visa-infinite-credit-card.html,TRUE,,FALSE,400,FALSE,2,https://www.usbank.com/credit-cards/altitude-reserve-visa-infinite-credit-card.html,https://offeroptimist.com/images/usbank/altitude-reserve.png,$325 $325 Travel + Dining credits
Cash+,U.S. Bank,Visa,USD,200,1000,120,https://www.usbank.com/credit-cards/cash-plus-visa-signature-credit-card.html,TRUE,,FALSE,0,FALSE,2,https://www.usbank.com/credit-cards/cash-plus-visa-signature-credit-card.html,https://offeroptimist.com/images/usbank/cash-plus.jpg,
FlexPerks Gold,U.S. Bank,American Express,U.S. Bank Points,30000,2000,120,https://www.usbank.com/credit-cards/flexperks-gold-american-express-credit-card.html,TRUE,,FALSE,85,FALSE,2,https://www.usbank.com/credit-cards/flexperks-gold-american-express-credit-card.html,https://offeroptimist.com/images/usbank/flexperks-gold.jpg,
Business Leverage,U.S. Bank,Visa,USD,750,7500,120,https://bizcards.usbank.com/credit/business-leverage-card.do,FALSE,,TRUE,95,TRUE,1,https://bizcards.usbank.com/credit/business-leverage-card.do,https://offeroptimist.com/images/usbank/business-leverage.webp,
Business Triple Cash Rewards,U.S. Bank,Mastercard,USD,500,4500,150,https://bizcards.usbank.com/credit/business-triple-cash-back-credit-card.do,FALSE,,TRUE,95,TRUE,1,https://bizcards.usbank.com/credit/business-triple-cash-back-credit-card.do,https://offeroptimist.com/images/usbank/business-triple-cash-rewards.webp,
Skypass,U.S. Bank,Visa,Korean SkyPass Miles,30000,3000,90,https://www.skypassvisa.com/credit/visaSignatureCard.do,TRUE,,FALSE,95,FALSE,1,https://www.skypassvisa.com/credit/visaSignatureCard.do,https://offeroptimist.com/images/usbank/skypass.png,$50 $50 Korean Air credit
Skypass Select,U.S. Bank,Visa,Korean SkyPass Miles,30000,3000,90,https://www.skypassvisa.com/credit/visaSelectCard.do,TRUE,,FALSE,450,FALSE,1,https://www.skypassvisa.com/credit/visaSelectCard.do,https://offeroptimist.com/images/usbank/skypass-select.png,$200 $200 travel credit; $50 Korean Air credit; $100 TSA PreCheck or Global Entry fee credit
Skypass Business,U.S. Bank,Visa,Korean SkyPass Miles,30000,3000,90,https://www.skypassvisa.com/credit/visaBusinessCard.do,FALSE,,TRUE,95,FALSE,1,https://www.skypassvisa.com/credit/visaBusinessCard.do,https://offeroptimist.com/images/usbank/skypass-business.png,$50 Korean Air credit; $100 TSA PreCheck or Global Entry fee credit
Shopper Cash Rewards,U.S. Bank,Visa,USD,250,2000,120,https://www.usbank.com/credit-cards/shopper-cash-rewards-visa-signature-credit-card.html,TRUE,,FALSE,95,TRUE,1.5,https://www.usbank.com/credit-cards/shopper-cash-rewards-visa-signature-credit-card.html,https://offeroptimist.com/images/usbank/shopper-cash-rewards.webp,
Business Platinum,Wells Fargo,Visa,USD,300,3000,90,https://www.wellsfargo.com/biz/business-credit/credit-cards/platinum-card/,FALSE,,TRUE,0,FALSE,2,https://www.wellsfargo.com/biz/business-credit/credit-cards/platinum-card/,https://offeroptimist.com/images/wellsfargo/business-platinum.png,
Business Elite Signature,Wells Fargo,Visa,USD,1000,25000,90,https://www.wellsfargo.com/biz/business-credit/credit-cards/business-elite-card/,FALSE,,TRUE,0,FALSE,2,https://www.wellsfargo.com/biz/business-credit/credit-cards/business-elite-card/,https://offeroptimist.com/images/wellsfargo/business-elite-signature.png,
Active Cash,Wells Fargo,Visa,USD,200,2000,90,https://creditcards.wellsfargo.com/active-cash-credit-card/,TRUE,,FALSE,0,FALSE,2,https://creditcards.wellsfargo.com/active-cash-credit-card/,https://offeroptimist.com/images/wellsfargo/active-cash.png,
Autograph,Wells Fargo,Visa,Wells Fargo Points,20000,1500,90,https://creditcards.wellsfargo.com/autograph-visa-credit-card/?sub_channel=SEO&vendor_code=G,TRUE,,FALSE,0,FALSE,2,https://creditcards.wellsfargo.com/autograph-visa-credit-card/?sub_channel=SEO&vendor_code=G,https://offeroptimist.com/images/wellsfargo/autograph.png,
Apple Card,Wells Fargo,Visa,USD,75,0.01,365,https://www.doctorofcredit.com/apple-card-75-signup-bonus-after-first-purchase/,TRUE,,FALSE,0,FALSE,1,https://www.apple.com/apple-card/,https://offeroptimist.com/images/wellsfargo/applecard.png,
Apple Card,Wells Fargo,Visa,USD,75,75,30,https://offers.applecard.apple/partners/credit-karma/terms,TRUE,,FALSE,0,FALSE,1,https://www.apple.com/apple-card/,https://offeroptimist.com/images/wellsfargo/applecard.png,